Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
0,13,1,12,1,0,0.4736842105263157,0,21,26,9,9,0.34736842105263155,1,0,0,0,0,0,0.2830188679245283,0,0,7,7,0,0.0,7,0,8,8,0,0.0,7,10.8,1.4,1.74,0
0,7,1,9,1,0,0.2947368421052632,0,0,0,9,9,0.19157894736842107,0,0,0,1,0,1,0.05660377358490565,0,0,6,11,4,0.5695364238410596,0,0,6,13,5,0.6192307692307691,0,15.5,2.8,-4.06,1
3,11,1,11,1,11,0.4010526315789473,0,22,0,9,4,0.26315789473684204,0,0,0,1,0,1,0.33962264150943394,0,0,8,9,8,0.7221192052980133,1,0,8,9,8,0.7339230769230769,1,9.4,-0.8,-3.12,2
0,0,1,13,1,0,0.368421052631579,0,21,26,0,0,0.24,1,0,0,1,0,0,0.07547169811320753,0,0,5,8,3,0.6887417218543046,0,0,5,7,4,0.6192307692307691,1,7.6,2.6,0.32,2
0,0,4,11,1,0,0.3263157894736841,0,12,13,7,9,0.2768421052631578,1,0,0,1,0,1,0.018867924528301883,0,0,7,9,6,0.7169977924944811,0,0,7,7,7,0.6584615384615383,0,12.4,0.5,1.79,1
0,0,1,11,1,0,0.8526315789473684,0,2,27,3,7,0.7863157894736841,0,0,0,1,0,1,0.018867924528301883,0,0,7,7,7,0.895364238410596,0,0,8,9,8,0.8818803418803419,0,16.2,0.3,-0.92,2
0,7,4,9,1,0,0.3052631578947369,0,12,13,5,8,0.23894736842105258,1,0,0,1,0,0,0.018867924528301883,0,0,6,10,5,0.6357615894039735,0,0,6,11,4,0.6461538461538461,0,16.2,0.3,-0.92,2
0,14,1,2,0,13,0.26315789473684204,0,12,26,7,6,0.28210526315789464,1,0,0,1,0,0,0.09433962264150941,0,3,6,6,6,0.6622516556291391,0,2,6,7,6,0.7153846153846154,0,12.4,0.5,1.79,2
0,0,2,11,1,0,0.4736842105263157,0,0,0,4,10,0.3505263157894738,1,0,0,1,0,0,0.037735849056603765,0,0,8,8,7,0.6762535477767265,0,0,8,8,7,0.6873076923076923,0,10.8,1.4,1.74,2
0,8,2,8,1,0,0.5052631578947369,0,12,27,9,7,0.3915789473684208,1,0,0,1,0,1,0.018867924528301883,0,0,5,8,5,0.7284768211920529,0,0,5,6,5,0.655128205128205,0,13.9,-0.3,0.79,2
0,0,2,1,1,0,0.43157894736842106,0,23,0,3,4,0.4136842105263159,1,0,1,1,0,0,0.037735849056603765,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,0
0,0,1,11,1,0,0.3894736842105262,0,12,0,9,5,0.29894736842105263,0,0,0,1,0,1,0.018867924528301883,0,0,7,7,7,0.7737369914853357,0,0,8,9,8,0.8444871794871792,0,11.1,0.6,2.02,2
1,11,1,16,0,11,0.4010526315789473,0,12,28,5,3,0.28105263157894744,0,0,1,0,0,0,0.2641509433962264,0,0,5,7,0,0.0,0,0,5,7,0,0.0,0,16.2,0.3,-0.92,0
1,11,1,2,0,11,0.05263157894736836,0,0,13,1,5,0.368421052631579,0,0,1,1,0,1,0.3018867924528302,0,0,6,9,5,0.7328918322295807,0,0,6,7,6,0.673076923076923,0,9.4,-0.8,-3.12,2
0,0,3,11,1,0,0.4421052631578948,0,12,27,7,7,0.331578947368421,1,0,0,1,0,1,0.037735849056603765,0,0,8,8,8,0.7192715231788079,0,0,8,8,8,0.7310288461538461,0,9.4,-0.8,-3.12,2
0,7,1,9,1,0,0.6105263157894736,0,22,27,7,7,0.6810526315789471,1,0,0,1,0,1,0.018867924528301883,0,0,6,7,6,0.8022705771050141,0,0,6,6,6,0.8525641025641025,0,12.7,3.7,-1.7,2
0,0,1,8,1,0,0.6842105263157894,0,6,13,4,3,0.5926315789473684,0,0,0,1,0,0,0.1132075471698113,0,0,5,8,3,0.565121412803532,0,0,5,8,5,0.6246153846153846,0,7.6,2.6,0.32,2
0,7,1,9,1,0,0.5263157894736841,0,22,27,5,7,0.4526315789473685,1,0,0,1,0,0,0.05660377358490565,0,0,6,11,5,0.5933774834437086,0,0,6,6,6,0.6461538461538461,0,9.4,-0.8,-3.12,2
0,0,5,11,1,0,0.4421052631578948,0,22,27,4,8,0.331578947368421,1,0,0,1,0,0,0.018867924528301883,0,0,8,8,8,0.7292052980132451,0,0,8,8,8,0.7411249999999999,0,9.4,-0.8,-3.12,2
0,16,1,5,1,15,0.4736842105263157,0,0,0,4,3,0.4736842105263157,1,0,1,1,0,0,0.07547169811320753,0,7,9,10,8,0.7019867549668874,0,4,9,14,5,0.6569230769230768,0,8.9,1.4,3.51,1
0,0,1,9,1,0,0.26315789473684204,0,12,27,5,6,0.18210526315789477,0,0,0,1,0,1,0.09433962264150941,0,0,6,10,5,0.5676442762535477,0,0,6,10,5,0.6569230769230768,0,12.7,3.7,-1.7,2
0,0,1,9,1,0,0.28421052631578947,0,0,13,4,4,0.33999999999999986,1,0,1,1,0,0,0.05660377358490565,0,0,6,6,6,0.6445916114790287,0,0,6,7,6,0.6282051282051281,0,9.4,-0.8,-3.12,2
0,3,1,11,1,2,0.368421052631579,0,12,27,4,10,0.368421052631579,1,0,0,1,0,0,0.1132075471698113,0,1,7,8,6,0.760643330179754,0,1,7,8,6,0.773076923076923,0,7.6,2.6,0.32,2
0,7,2,14,1,0,0.4010526315789473,0,2,0,4,5,0.21052631578947367,1,0,0,1,0,0,0.037735849056603765,0,0,6,6,6,0.6799116997792495,0,0,6,6,6,0.682051282051282,0,16.2,0.3,-0.92,2
0,7,6,11,1,0,0.5789473684210527,0,0,26,1,1,0.38421052631578934,1,0,0,1,0,0,0.037735849056603765,0,0,8,8,7,0.737786187322611,0,0,8,8,7,0.7498461538461537,0,10.8,1.4,1.74,2
0,11,1,16,0,0,0.4010526315789473,0,12,27,7,4,0.3231578947368421,0,0,0,1,0,0,0.169811320754717,0,0,5,9,2,0.6357615894039735,0,0,5,9,3,0.5923076923076923,0,10.8,1.4,1.74,0
0,0,6,11,1,0,0.4842105263157894,0,0,26,4,3,0.334736842105263,1,0,0,1,0,0,0.018867924528301883,0,0,7,7,7,0.7122043519394511,0,0,8,9,8,0.74008547008547,0,16.2,0.3,-0.92,2
0,8,1,6,1,0,0.5368421052631578,0,0,26,7,7,0.39368421052631586,1,0,0,1,1,0,0.018867924528301883,0,0,5,5,1,0.847682119205298,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,0
0,14,1,3,1,13,0.5789473684210527,0,22,26,9,9,0.5789473684210527,1,0,0,1,1,0,0.05660377358490565,0,0,6,8,6,0.695364238410596,0,0,6,10,6,0.7107692307692307,0,16.2,0.3,-0.92,2
0,0,1,13,1,0,0.4010526315789473,0,2,0,4,4,0.0,0,0,0,1,1,0,0.037735849056603765,0,0,6,7,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,0
0,13,1,16,0,0,0.26315789473684204,0,21,26,9,9,0.34947368421052616,0,0,0,0,1,0,0.2830188679245283,0,5,9,9,5,0.6039735099337749,0,4,4,4,4,0.5923076923076923,0,10.8,1.4,1.74,0
1,11,1,7,1,0,0.5789473684210527,0,12,13,4,4,0.368421052631579,0,0,0,0,1,0,0.2641509433962264,0,0,4,12,2,0.5827814569536424,2,0,5,9,3,0.6282051282051281,0,9.4,-0.8,-3.12,0
0,11,1,6,1,11,0.4010526315789473,0,0,13,4,5,0.05263157894736836,0,0,0,1,1,0,0.15094339622641512,0,0,5,13,1,0.5827814569536424,0,0,5,11,1,0.5384615384615384,0,13.9,-0.3,0.79,1
0,12,1,5,1,13,0.4736842105263157,0,12,2,9,1,0.6831578947368422,1,0,0,1,0,0,0.07547169811320753,0,2,6,14,5,0.7240618101545253,0,2,6,10,5,0.7,0,16.2,0.3,-0.92,2
1,13,1,16,0,0,0.4736842105263157,0,21,26,4,9,0.05263157894736836,0,0,0,0,0,0,0.2641509433962264,0,2,6,10,4,0.6225165562913907,0,0,5,6,1,0.5384615384615384,0,12.7,3.7,-1.7,0
1,11,1,15,1,0,0.4010526315789473,0,21,26,5,5,0.22631578947368425,0,0,0,1,0,0,0.32075471698113206,0,0,7,11,1,0.5298013245033113,0,0,7,7,1,0.7,0,16.2,0.3,-0.92,0
0,0,1,9,1,0,0.34736842105263155,0,12,13,9,9,0.26315789473684204,0,0,0,1,0,1,0.018867924528301883,0,0,6,8,6,0.7152317880794702,0,0,6,9,6,0.691025641025641,0,11.1,0.6,2.02,2
0,0,3,9,1,0,0.2315789473684211,0,12,13,9,9,0.2315789473684211,1,0,1,1,0,0,0.037735849056603765,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,0
0,16,1,13,1,15,0.4736842105263157,0,12,26,3,6,0.4736842105263157,1,0,1,1,0,0,0.07547169811320753,0,0,6,12,1,0.6357615894039735,0,0,6,11,1,0.5923076923076923,0,8.9,1.4,3.51,1
0,0,2,15,1,0,0.3052631578947369,0,22,26,5,3,0.24315789473684202,1,0,0,0,0,0,0.018867924528301883,0,0,6,11,3,0.6887417218543046,0,0,6,10,5,0.6353846153846153,0,9.4,-0.8,-3.12,0
0,0,1,10,1,0,0.6631578947368422,0,12,28,4,8,0.6157894736842104,1,0,0,1,0,0,0.05660377358490565,0,0,6,7,6,0.7858719646799117,0,0,6,6,6,0.8615384615384615,0,11.1,0.6,2.02,2
0,13,1,14,1,0,0.4421052631578948,0,22,26,9,5,0.34631578947368413,1,0,0,1,0,0,0.05660377358490565,0,0,6,6,6,0.6269315673289183,0,0,6,7,6,0.6923076923076923,0,15.5,2.8,-4.06,2
0,7,3,13,1,0,0.2947368421052632,0,22,27,7,8,0.2505263157894737,1,1,0,1,0,1,0.018867924528301883,0,0,6,10,5,0.6357615894039735,0,0,6,11,5,0.6641025641025641,0,11.1,0.6,2.02,2
0,0,1,9,1,0,0.3263157894736841,0,22,27,7,8,0.3336842105263158,1,0,0,1,0,0,0.037735849056603765,0,0,6,11,4,0.6754966887417219,0,0,6,7,6,0.6102564102564102,0,7.6,2.6,0.32,2
0,13,1,5,1,0,0.7894736842105263,0,12,13,5,1,0.7894736842105263,1,0,0,1,0,0,0.037735849056603765,0,0,5,5,0,0.0,5,0,5,7,4,0.7942307692307692,1,12.7,3.7,-1.7,1
3,11,1,7,1,0,0.4010526315789473,0,2,0,5,5,0.1578947368421053,1,0,0,1,0,1,0.24528301886792453,0,0,6,7,0,0.0,0,0,6,16,1,0.5384615384615384,0,11.1,0.6,2.02,0
0,7,1,9,1,0,0.21052631578947367,0,12,27,5,5,0.21052631578947367,1,0,0,1,0,0,0.037735849056603765,0,0,6,6,6,0.6357615894039735,0,0,6,7,6,0.6923076923076923,0,11.1,0.6,2.02,2
0,0,3,12,1,0,0.3894736842105262,0,22,26,7,7,0.2526315789473683,1,0,0,1,0,0,0.037735849056603765,0,0,7,9,7,0.6186902133922,0,0,8,8,8,0.7430769230769231,0,12.7,3.7,-1.7,2
0,0,4,11,1,0,0.3894736842105262,0,0,26,4,7,0.28210526315789464,1,0,0,1,0,1,0.037735849056603765,0,0,8,8,7,0.7205298013245033,0,0,8,8,7,0.7323076923076922,0,12.7,3.7,-1.7,2
0,0,1,5,1,0,0.5052631578947369,0,12,27,9,9,0.4042105263157896,1,0,0,1,0,0,0.037735849056603765,0,0,6,7,6,0.847682119205298,0,0,6,8,6,0.8548076923076923,0,12.4,0.5,1.79,2
0,0,3,9,1,0,0.4421052631578948,0,0,0,3,3,0.38315789473684214,1,0,0,1,0,0,0.05660377358490565,0,0,6,9,5,0.6251655629139073,0,0,6,7,6,0.6192307692307691,0,7.6,2.6,0.32,2
0,12,1,6,1,0,0.368421052631579,0,12,26,9,3,0.42105263157894735,0,0,1,1,1,0,0.15094339622641512,0,0,5,5,0,0.0,0,2,6,7,2,0.7538461538461538,0,13.9,-0.3,0.79,0
0,0,2,14,1,0,0.27368421052631575,0,12,13,9,9,0.29263157894736835,0,0,0,1,1,0,0.037735849056603765,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,0
1,11,1,15,1,0,0.368421052631579,0,21,13,7,3,0.4736842105263157,0,0,1,1,0,1,0.32075471698113206,0,0,6,7,6,0.8552507095553453,0,0,6,10,6,0.8723076923076922,0,9.4,-0.8,-3.12,2
0,8,2,11,1,0,0.42105263157894735,0,22,26,9,5,0.31894736842105265,1,0,0,1,0,1,0.018867924528301883,0,0,8,8,7,0.6244087038789026,0,0,8,8,7,0.6346153846153846,0,12.7,3.7,-1.7,2
0,0,6,11,1,0,0.4421052631578948,0,0,0,4,5,0.32947368421052636,1,0,0,1,0,1,0.018867924528301883,0,0,8,8,8,0.7111920529801324,0,0,8,8,8,0.7228173076923077,0,9.4,-0.8,-3.12,2
0,0,1,13,1,0,0.05263157894736836,0,22,27,9,10,0.05263157894736836,0,0,0,1,0,0,0.05660377358490565,0,0,6,8,6,0.6622516556291391,0,0,6,10,5,0.7628205128205128,0,11.1,0.6,2.02,2
0,7,2,11,1,0,0.33684210526315783,0,12,26,9,7,0.2768421052631578,1,0,0,1,0,1,0.05660377358490565,0,0,8,8,7,0.6603595080416272,0,0,8,8,7,0.6711538461538461,0,10.8,1.4,1.74,2
0,16,1,16,0,0,0.4736842105263157,0,22,27,28,43,0.42105263157894735,0,0,1,1,0,0,0.1132075471698113,0,6,11,18,8,0.6556291390728477,0,3,9,15,5,0.6784615384615383,0,8.9,1.4,3.51,1
0,11,1,13,1,0,0.4736842105263157,0,21,26,6,6,0.26315789473684204,0,0,0,1,0,0,0.20754716981132076,0,0,6,8,1,0.5298013245033113,0,0,6,9,0,0.0,0,10.8,1.4,1.74,0
0,7,1,14,1,0,0.27368421052631575,0,21,13,9,10,0.19684210526315793,0,0,0,1,0,0,0.018867924528301883,0,0,6,8,5,0.6675496688741722,0,0,6,10,6,0.6692307692307692,0,15.5,2.8,-4.06,1
0,13,1,8,1,0,0.3789473684210527,0,12,27,9,9,0.36526315789473673,1,0,0,1,0,0,0.037735849056603765,0,0,5,5,5,0.6675496688741722,0,0,5,6,4,0.6676923076923077,0,16.2,0.3,-0.92,2
1,0,1,8,1,0,0.5894736842105264,0,22,26,9,8,0.3905263157894736,1,0,0,1,0,0,0.32075471698113206,0,0,5,7,2,0.5298013245033113,0,0,5,6,4,0.6461538461538461,0,7.6,2.6,0.32,0
1,15,1,15,1,0,0.368421052631579,0,21,26,7,8,0.26631578947368406,0,0,0,1,0,0,0.33962264150943394,0,0,7,7,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,0
0,3,1,16,0,14,0.26315789473684204,0,21,26,9,7,0.26315789473684204,0,0,0,1,0,0,0.2830188679245283,0,0,5,7,5,0.614569536423841,0,0,5,8,5,0.6641025641025641,0,12.4,0.5,1.79,2
0,7,2,10,1,0,0.43157894736842106,0,12,13,4,7,0.2957894736842104,1,0,0,1,0,0,0.037735849056603765,0,0,6,8,6,0.6445916114790287,0,0,6,6,6,0.7269230769230769,0,11.1,0.6,2.02,2
0,7,5,13,1,0,0.3157894736842104,0,0,13,9,7,0.256842105263158,1,0,0,1,0,0,0.018867924528301883,0,0,6,10,4,0.7205298013245033,0,0,6,7,5,0.682051282051282,0,11.1,0.6,2.02,2
1,11,1,8,1,0,0.4010526315789473,0,21,26,9,9,0.4736842105263157,0,0,0,0,0,0,0.33962264150943394,0,0,5,8,4,0.6622516556291391,1,0,5,8,5,0.6353846153846153,0,9.4,-0.8,-3.12,0
0,11,1,2,0,0,0.4010526315789473,0,0,9,4,5,0.22631578947368425,0,0,0,1,1,1,0.13207547169811323,0,0,6,6,4,0.6490066225165563,0,0,6,10,4,0.6192307692307691,0,12.4,0.5,1.79,1
0,7,1,9,1,0,0.26315789473684204,0,12,26,9,9,0.18947368421052624,1,0,0,1,0,1,0.05660377358490565,0,0,6,7,6,0.6206244087038789,0,0,6,8,6,0.6798076923076922,0,13.9,-0.3,0.79,2
0,0,3,14,1,0,0.5052631578947369,3,12,13,4,9,0.40947368421052643,1,0,0,1,1,1,0.018867924528301883,1,0,6,7,6,0.7152317880794702,0,0,6,7,6,0.7,0,16.2,0.3,-0.92,2
0,0,3,11,1,0,0.4010526315789473,0,22,13,7,9,0.21578947368421053,1,0,0,1,1,1,0.05660377358490565,0,0,8,8,7,0.6900283822138127,0,0,8,8,7,0.7013076923076922,0,10.8,1.4,1.74,2
0,7,5,10,1,0,0.27368421052631575,0,0,13,4,7,0.22631578947368425,1,0,0,0,1,0,0.018867924528301883,0,0,6,12,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,0
0,0,1,6,1,0,0.7684210526315789,0,12,13,4,4,0.8021052631578947,0,0,0,1,1,1,0.018867924528301883,0,0,5,6,5,0.9183222958057394,0,0,5,8,5,1.0,0,12.4,0.5,1.79,2
0,0,1,13,1,0,0.3052631578947369,0,12,26,5,7,0.25368421052631573,0,0,0,1,1,1,0.05660377358490565,0,0,5,7,4,0.5827814569536424,0,0,5,7,4,0.6192307692307691,0,9.4,-0.8,-3.12,2
0,7,2,15,1,0,0.33684210526315783,0,12,27,3,3,0.27473684210526317,1,0,0,1,1,0,0.037735849056603765,0,0,7,10,6,0.7240618101545253,0,0,7,9,6,0.673076923076923,0,12.4,0.5,1.79,0
0,0,2,4,1,0,0.35789473684210527,0,0,0,4,9,0.3989473684210527,1,0,0,1,1,1,0.05660377358490565,0,0,6,9,6,0.6026490066225165,0,0,6,6,5,0.7430769230769231,0,7.6,2.6,0.32,1
0,0,1,9,1,0,0.4421052631578948,0,12,0,9,9,0.3978947368421053,0,0,0,1,1,0,0.037735849056603765,0,0,6,6,6,0.6799116997792495,0,0,6,8,6,0.6371794871794871,0,10.8,1.4,1.74,2
0,0,1,14,1,0,0.26315789473684204,0,20,26,0,0,0.3336842105263158,1,0,0,1,1,0,0.05660377358490565,0,0,6,9,5,0.6675496688741722,0,0,6,11,4,0.6192307692307691,0,7.6,2.6,0.32,2
0,0,1,11,1,0,0.1578947368421053,0,12,13,9,7,0.11368421052631583,1,0,0,1,1,0,0.09433962264150941,0,0,7,8,6,0.7593818984547461,0,0,8,9,7,0.7415384615384615,0,11.1,0.6,2.02,2
0,7,2,6,1,0,0.26315789473684204,0,0,13,9,8,0.23368421052631572,0,0,0,1,1,1,0.018867924528301883,0,0,5,8,4,0.7152317880794702,0,0,6,10,6,0.7336538461538461,0,11.1,0.6,2.02,1
0,0,1,11,1,0,0.5052631578947369,0,22,27,9,9,0.4736842105263157,0,0,0,1,1,0,0.037735849056603765,0,0,8,8,7,0.7568590350047304,0,0,8,8,7,0.7692307692307692,0,12.7,3.7,-1.7,2
0,14,1,3,1,13,0.26315789473684204,0,0,13,9,7,0.26315789473684204,0,0,0,1,1,0,0.09433962264150941,0,2,6,15,3,0.6225165562913907,0,0,6,12,2,0.5384615384615384,0,13.9,-0.3,0.79,0
0,7,5,6,1,0,0.3052631578947369,3,3,9,2,9,0.2578947368421052,1,0,0,1,1,0,0.05660377358490565,1,0,5,5,5,0.7841059602649006,0,0,5,5,5,0.9476923076923077,0,8.9,1.4,3.51,2
1,11,1,3,1,0,0.7684210526315789,0,0,30,9,3,0.6200000000000001,0,0,1,0,1,0,0.32075471698113206,0,0,6,7,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,0
1,11,1,2,0,11,0.4010526315789473,0,0,0,4,4,0.368421052631579,0,0,0,1,1,0,0.13207547169811323,0,0,6,14,1,0.5298013245033113,0,0,5,5,0,0.0,0,16.2,0.3,-0.92,0
0,11,2,13,1,0,0.5789473684210527,0,18,23,0,0,0.12631578947368416,1,0,0,1,1,0,0.169811320754717,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0
0,11,1,11,1,0,0.4736842105263157,0,21,26,9,6,0.3978947368421053,0,0,0,1,1,0,0.33962264150943394,0,0,7,10,4,0.6675496688741722,0,0,7,9,5,0.6666153846153846,0,12.4,0.5,1.79,0
0,0,1,16,0,0,0.5263157894736841,0,1,26,4,9,0.3421052631578947,1,0,0,1,1,0,0.09433962264150941,0,0,5,9,5,0.6584673604541155,1,0,5,7,5,0.6353846153846153,0,7.6,2.6,0.32,2
0,8,1,10,1,0,0.2421052631578946,0,22,27,5,5,0.2978947368421052,1,0,0,1,1,0,0.169811320754717,0,0,6,10,4,0.5298013245033113,0,0,6,11,3,0.6461538461538461,0,9.4,-0.8,-3.12,1
0,7,1,8,1,0,0.2947368421052632,0,0,13,3,4,0.28421052631578947,0,0,0,1,1,0,0.037735849056603765,0,0,5,7,3,0.6534216335540839,0,0,5,5,0,0.0,0,8.9,1.4,3.51,0
0,0,5,10,1,0,0.26315789473684204,0,2,13,3,9,0.20842105263157884,1,0,0,0,1,0,0.037735849056603765,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,0
0,14,1,1,1,13,0.4736842105263157,0,2,2,2,2,0.4736842105263157,0,0,1,1,1,0,0.05660377358490565,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,2
0,15,1,13,1,0,0.3263157894736841,0,2,2,1,10,0.16842105263157903,0,0,1,1,1,0,0.07547169811320753,0,5,11,12,10,0.6410596026490066,0,2,8,9,8,0.717948717948718,0,11.1,0.6,2.02,2
0,0,2,14,1,0,0.4421052631578948,0,0,13,7,7,0.4021052631578945,1,0,0,1,0,1,0.037735849056603765,0,0,6,7,6,0.7795648060548722,0,0,6,6,6,0.8076923076923076,0,13.9,-0.3,0.79,2
0,0,3,14,1,0,0.368421052631579,0,12,13,9,9,0.2947368421052632,1,0,0,1,0,0,0.018867924528301883,0,0,6,6,6,0.6710816777041942,0,0,6,7,6,0.691025641025641,0,12.7,3.7,-1.7,2
0,16,1,3,1,15,0.5789473684210527,0,0,27,8,8,0.5789473684210527,0,0,0,1,0,1,0.1132075471698113,0,7,12,14,12,0.7620988283239938,0,5,10,12,10,0.7161538461538461,0,8.9,1.4,3.51,2
0,7,3,8,1,0,0.5473684210526315,0,12,27,5,7,0.39263157894736844,1,0,0,1,0,1,0.018867924528301883,0,0,5,5,5,0.7099337748344371,0,0,5,6,5,0.6569230769230768,0,12.7,3.7,-1.7,2
0,8,1,11,1,0,0.4736842105263157,0,21,27,5,7,0.3263157894736841,1,0,0,1,0,0,0.018867924528301883,0,0,8,8,7,0.7053926206244089,0,0,8,8,7,0.716923076923077,0,12.7,3.7,-1.7,2
0,0,3,11,1,0,0.3894736842105262,0,22,27,9,9,0.25578947368421057,1,0,0,1,0,0,0.037735849056603765,0,0,8,8,7,0.6351561021759697,0,0,8,8,7,0.6455384615384615,0,10.8,1.4,1.74,2
0,16,1,8,1,15,0.368421052631579,0,0,13,20,36,0.408421052631579,1,0,0,1,0,0,0.07547169811320753,0,6,11,17,11,0.6116797110174592,0,3,9,13,8,0.694017094017094,0,8.9,1.4,3.51,2
0,0,1,5,1,0,0.368421052631579,0,21,26,9,6,0.331578947368421,1,0,0,1,0,1,0.018867924528301883,0,0,6,13,6,0.8721344880285277,0,0,6,8,6,0.7471153846153845,0,15.5,2.8,-4.06,2
0,0,1,14,1,0,0.5894736842105264,0,22,26,9,5,0.45684210526315794,1,0,0,1,0,1,0.13207547169811323,0,0,6,7,6,0.7240618101545253,0,0,6,6,6,0.691025641025641,0,10.8,1.4,1.74,2
0,0,4,11,1,0,0.5157894736842106,0,2,28,2,3,0.35789473684210527,1,0,0,1,0,0,0.018867924528301883,0,0,7,8,7,0.6701986754966888,0,0,8,9,8,0.7221367521367521,0,16.2,0.3,-0.92,0
0,0,1,13,1,0,0.33684210526315783,0,12,0,5,7,0.24526315789473685,1,0,0,1,0,0,0.018867924528301883,0,0,6,7,6,0.6534216335540839,0,0,6,10,3,0.6461538461538461,0,13.9,-0.3,0.79,1
0,7,2,11,1,0,0.3789473684210527,0,12,26,9,7,0.3663157894736844,1,0,0,1,0,0,0.05660377358490565,0,0,7,8,6,0.7613245033112582,0,0,8,10,7,0.7888461538461538,0,12.4,0.5,1.79,2
0,7,2,5,1,0,0.2947368421052632,0,0,13,4,9,0.1957894736842105,1,0,0,1,0,0,0.037735849056603765,0,0,5,13,3,0.6357615894039735,2,0,5,8,4,0.6326923076923077,0,9.4,-0.8,-3.12,1
0,0,5,14,1,0,0.368421052631579,0,18,27,0,8,0.3505263157894738,1,0,0,0,0,1,0.018867924528301883,0,0,6,12,3,0.6357615894039735,0,0,6,15,3,0.5743589743589743,0,7.6,2.6,0.32,0
0,13,1,10,1,0,0.368421052631579,0,0,13,5,7,0.368421052631579,0,0,0,1,0,1,0.037735849056603765,0,0,6,11,4,0.6357615894039735,0,0,6,14,3,0.5923076923076923,0,10.8,1.4,1.74,0
0,7,2,15,1,0,0.3789473684210527,0,0,27,4,8,0.28315789473684205,1,0,0,1,0,0,0.037735849056603765,0,0,6,10,5,0.6675496688741722,0,0,6,7,5,0.603076923076923,0,10.8,1.4,1.74,2
0,0,5,9,1,2,0.42105263157894735,0,0,27,9,3,0.3621052631578947,0,0,1,1,0,0,0.018867924528301883,0,0,6,6,6,0.6445916114790287,0,0,6,6,6,0.6641025641025641,0,10.8,1.4,1.74,2
0,0,2,15,1,0,0.2947368421052632,0,12,0,31,15,0.2136842105263157,1,0,0,1,0,0,0.05660377358490565,0,0,7,8,6,0.7152317880794702,0,0,7,8,6,0.7538461538461538,0,11.1,0.6,2.02,1
0,0,5,11,1,0,0.5263157894736841,0,22,27,9,9,0.32105263157894726,1,0,0,1,0,1,0.018867924528301883,0,0,8,8,8,0.7292052980132451,0,0,8,8,8,0.7411249999999999,0,9.4,-0.8,-3.12,2
0,7,6,12,1,0,0.2421052631578946,0,22,27,5,5,0.24,1,0,0,1,0,1,0.037735849056603765,0,0,7,11,6,0.656953642384106,0,0,7,8,6,0.6892307692307692,0,11.1,0.6,2.02,2
0,7,3,8,1,0,0.3157894736842104,0,2,27,2,10,0.2494736842105263,1,0,0,1,0,0,0.018867924528301883,0,0,5,16,4,0.565121412803532,0,0,5,11,2,0.6461538461538461,0,13.9,-0.3,0.79,1
0,0,2,11,1,0,0.5999999999999999,0,21,26,9,9,0.463157894736842,1,0,0,1,0,0,0.018867924528301883,0,0,7,7,6,0.7593818984547461,0,0,7,7,6,0.7717948717948717,0,7.6,2.6,0.32,2
0,0,1,5,1,0,0.06315789473684208,0,0,26,4,9,0.04105263157894745,1,0,0,1,0,0,0.07547169811320753,0,0,6,12,4,0.6622516556291391,0,0,6,13,2,0.682051282051282,0,11.1,0.6,2.02,1
0,7,1,10,1,0,0.4421052631578948,0,18,27,0,7,0.44947368421052625,1,0,1,0,0,0,0.037735849056603765,0,0,6,14,1,0.5298013245033113,0,0,6,13,0,0.0,0,7.6,2.6,0.32,0
0,0,4,11,1,0,0.2947368421052632,0,0,0,3,3,0.1957894736842105,1,0,0,1,0,0,0.07547169811320753,0,0,7,8,7,0.7786092715231787,0,0,8,9,8,0.7873504273504274,0,12.4,0.5,1.79,2
